student_number,student_id,first_name,last_name,dat_of_birth,address_id
518,47810954,Thomas,Rath-Williamson,Dec 6th 90,518
519,61528902,Kerry,Johns,Apr 4th 96,519
520,26123752,Natalie,Brakus,Mar 15th 94,520
521,20267239,Cynthia,Erdman,May 24th 91,521
522,73305337,Susie,Kshlerin,Dec 24th 01,522
523,73699722,Ignacio,Altenwerth,May 17th 91,523
524,80622033,Earnest,Larkin,May 7th 96,524
525,12382492,Renee,Ankunding-Kulas,Jun 7th 91,525
526,2248847,Delores,Durgan,Oct 27th 90,526
527,63890665,Danny,Feeney,Jun 18th 02,527
528,16988738,Delia,Koch,Mar 8th 06,528
529,66660073,Irene,Buckridge,Jan 21st 03,529
530,55234922,Horace,Hane,Jan 10th 02,530
531,12578378,Jennifer,Pollich,Apr 30th 04,531
532,75457590,Christina,Pfannerstill-Sauer,Jun 5th 91,532
533,71572735,Luke,Moore,Sep 13th 98,533
534,73011151,Carlton,Hammes-Dooley,Jul 13th 00,534
535,81794509,Marlon,Ferry,Mar 11th 06,535
536,93142716,Jackie,Runolfsdottir,Nov 29th 85,536
537,58478708,Alan,Medhurst,Oct 30th 90,537
538,50220414,Jermaine,Anderson-Roberts,Mar 23rd 03,538
539,62910584,Jo,Moore,Jun 12th 84,539
540,22369487,Christy,White,Jan 9th 01,540
541,85166925,Clinton,Funk,Sep 7th 91,541
542,99652478,Marc,Schuster,Dec 29th 06,542
543,28622854,Nathaniel,Emmerich,Mar 16th 84,543
544,81590351,June,Gleichner,Dec 4th 06,544
545,89494196,Latoya,Bergstrom,Aug 7th 96,545
546,9367277,Vincent,Nicolas-Ratke,Jun 30th 89,546
547,50090487,Margie,Schneider,Jun 27th 93,547
548,6084796,Lola,Larkin,Dec 19th 98,548
549,72547881,Antoinette,Stokes,Nov 17th 85,549
550,27003132,Otis,Cummerata,Mar 4th 84,550
551,73609231,Lena,Kilback,Nov 9th 02,551
552,76879670,Tanya,Hilll,Apr 8th 03,552
553,63948893,Kay,Beier,Aug 18th 95,553
554,55748760,Derek,Labadie,Sep 29th 86,554
555,58000771,Ian,Gulgowski,Dec 6th 04,555
556,79476493,Calvin,Watsica,Feb 17th 91,556
557,60597468,Leslie,Borer,Sep 21st 94,557
558,5303985,Joanne,Gutmann,Jan 31st 89,558
559,64751126,Elias,Bartell,Aug 8th 92,559
560,81497035,Justin,Heaney,Aug 14th 92,560
561,40817726,Rufus,Nader,Jan 27th 01,561
562,30472012,Rene,Bergnaum,Nov 2nd 91,562
563,39204532,Elvira,O'Keefe,Oct 13th 92,563
564,19768461,Agnes,Kemmer,Sep 9th 01,564
565,76146964,Gerard,Von,Oct 15th 88,565
566,76982448,Simon,Schuppe,May 4th 00,566
567,51683105,Roman,Hettinger,Mar 2nd 00,567
568,14237302,Dwight,Wolff,Aug 31st 98,568
569,79155288,Sammy,Langworth,Jan 2nd 95,569
570,97485499,Merle,DuBuque,Aug 27th 02,570
571,50542538,Jesus,Metz,Feb 4th 00,571
572,30689587,Joey,Waelchi,Jan 25th 91,572
573,44036559,Dan,Stanton,Jun 10th 97,573
574,14140080,Marianne,Bailey,Aug 29th 97,574
575,67700464,Krystal,Reichel,Dec 28th 85,575
576,14663670,Jeanette,Schamberger,Aug 3rd 06,576
577,93854247,Darla,Graham,Feb 3rd 94,577
578,95485190,Byron,Satterfield,Jun 27th 05,578
579,51494581,Wendell,Nikolaus,Dec 31st 86,579
580,94099229,Lance,Schuster-Stamm,Jun 16th 86,580
581,72386603,Candice,Rice,Oct 27th 06,581
582,43700030,Alvin,Daniel,Nov 14th 93,582
583,35770956,Sherry,Hartmann,Nov 3rd 99,583
584,18295093,Nathan,Waters,Aug 25th 92,584
585,58768330,Hugo,Borer,Mar 4th 98,585
586,50024230,Eric,Bednar,Dec 31st 90,586
587,89421556,Jody,Pagac,Jul 9th 89,587
588,38062262,Angel,Durgan,Oct 15th 86,588
589,62104304,Tracy,McLaughlin-Rice,Oct 3rd 03,589
590,52573041,George,Powlowski,Nov 4th 89,590
591,56304323,Dwayne,Schmidt,Sep 22nd 96,591
592,29747862,Meghan,Bogisich,Dec 14th 85,592
593,17212755,Dustin,Nitzsche,Apr 1st 87,593
594,66645432,Celia,McCullough,Apr 17th 01,594
595,26797012,Audrey,Wyman,Apr 15th 86,595
596,12267295,Juan,Bashirian,May 31st 97,596
597,45752814,Julia,Stiedemann,Apr 13th 95,597
598,41773158,Linda,Gorczany,Apr 5th 98,598
599,30175231,Eloise,Boyer,Feb 5th 04,599
600,40556561,Lorene,Kunde,Apr 15th 89,600
601,55479938,Lynne,West,Jul 15th 88,601
602,52171263,Russell,Stiedemann,Sep 10th 90,602
603,84112386,Clara,Hills,Dec 27th 88,603
604,68310117,Tonya,Lubowitz,May 16th 92,604
605,21902592,Marcus,Schamberger,Sep 12th 96,605
606,21444068,Alexis,Legros,Oct 12th 94,606
607,94597086,Carlos,Welch,Aug 3rd 87,607
608,88987658,Jerry,Osinski,Nov 18th 91,608
609,54698042,Barry,Medhurst,Feb 6th 95,609
610,6761104,Myrtle,Gutkowski,Jan 14th 93,610
611,66790605,Nadine,Cruickshank,Jun 19th 02,611
612,24706546,Dora,Dibbert,Apr 7th 86,612
613,47488799,Neal,Sauer,Oct 14th 87,613
614,45908311,Wilbert,D'Amore,Nov 21st 04,614
615,1330345,Lonnie,Mosciski,Aug 22nd 06,615
616,56446275,Angel,Sipes,Feb 9th 85,616
617,94091907,Bert,Schamberger,Feb 5th 01,617
618,6270190,Jermaine,Langworth,Jan 6th 00,618
619,50882560,Luke,VonRueden,Oct 26th 90,619
620,1852821,Karl,Effertz,Apr 3rd 89,620
621,58402122,Gary,Kozey,Feb 15th 01,621
622,36813788,Rose,Schmidt,Sep 2nd 03,622
623,8907763,Wanda,Mayer,May 28th 94,623
624,7884069,Amos,Hahn,Jan 5th 87,624
625,19805183,Jerald,Howe,Aug 29th 95,625
626,55990865,Erick,Jacobson,Jul 21st 89,626
627,82364246,Omar,Stanton,Dec 26th 86,627
628,11339955,Lela,Thiel,Sep 2nd 97,628
629,76475356,Clint,Murazik,Jan 18th 05,629
630,16465196,Geneva,McLaughlin,Apr 11th 03,630
631,61764552,Nathaniel,Flatley,Jun 27th 95,631
632,41742498,Edgar,Boyer,Apr 1st 01,632
633,33991921,Ernestine,Daniel,Sep 5th 04,633
634,27477197,Molly,Stracke,Jun 14th 97,634
635,71292947,Sam,Wiza,Jan 3rd 96,635
636,57342599,Harold,Leuschke,Mar 17th 00,636
637,52334031,Tina,Corkery,Sep 5th 84,637
638,56786534,Ernest,Bins,Feb 29th 04,638
639,28315797,Herman,Schinner,Dec 2nd 85,639
640,30669337,Mark,Hansen,Jul 23rd 98,640
641,33863125,Salvatore,Wiegand,Jun 27th 96,641
642,79400235,Laura,Spinka,Jan 23rd 94,642
643,60931492,Lynette,Mitchell,Feb 18th 84,643
644,63230810,Alonzo,Stark,Jun 29th 89,644
645,41060203,Jana,Flatley,Apr 26th 05,645
646,81477134,Steven,Witting,Apr 20th 94,646
647,52003315,Denise,Turner,Mar 19th 84,647
648,26533254,Ross,Lindgren,Mar 19th 95,648
649,29988196,Myrtle,Volkman,Apr 26th 98,649
650,30035102,Jill,Predovic,Jan 10th 87,650
651,29196319,Geoffrey,Schaden,Oct 19th 88,651
652,74805208,Dawn,Rohan,Jul 10th 06,652
653,92228948,Willie,Okuneva,Jan 9th 02,653
654,67078347,Lonnie,Stamm,Oct 11th 89,654
655,22628076,Zachary,Littel,Jun 23rd 95,655
656,86289546,Jeff,O'Keefe,Jul 21st 04,656
657,52307975,Archie,Schinner,Jun 27th 05,657
658,60758441,Beverly,Stamm,Jan 1st 89,658
659,14157057,Lucille,Schuster,Jan 11th 03,659
660,87014559,Greg,Rodriguez,Jul 14th 94,660
661,42634130,Santiago,Heathcote,Aug 23rd 92,661
662,26433381,Allan,Vandervort,Nov 21st 94,662
663,13749146,Jessie,Daugherty,Apr 22nd 97,663
664,30030174,Valerie,Hartmann,May 8th 92,664
665,75987525,Jeannie,Borer,Mar 1st 05,665
666,69488129,Gwendolyn,Veum,Apr 23rd 84,666
667,52781981,Myrtle,Corkery,Aug 24th 84,667
668,89381611,Derek,Macejkovic,Nov 4th 92,668
669,42677065,Ted,VonRueden,Mar 29th 97,669
670,13987044,Irene,Bins,Jan 31st 96,670
671,92585570,Kirk,Donnelly,Jun 12th 04,671
672,20142654,Wilson,Abshire,Apr 14th 93,672
673,42529334,Leland,Simonis,Oct 25th 06,673
674,34612855,Dale,Lowe,Apr 3rd 97,674
675,99041820,Johnnie,Zemlak,Nov 26th 87,675
676,75434720,Hugh,Spencer,May 4th 86,676
677,27991257,Jennie,Shields,Dec 24th 93,677
678,74289708,Daniel,Bartoletti,Mar 22nd 88,678
679,10354231,Patricia,Mueller,Aug 31st 93,679
680,74176630,Jonathon,Kuphal,May 9th 05,680
681,18703077,Albert,Stokes,May 25th 88,681
682,91661148,Ellen,Feil,Feb 4th 99,682
683,81784308,Gregg,Wiza,Jun 14th 97,683
684,53851343,Lewis,Howell,Jan 10th 92,684
685,39009919,Dominick,Russel,Sep 9th 00,685
686,41796631,Chris,Pacocha,Jan 3rd 84,686
687,59480324,Regina,Kuhn,Oct 8th 84,687
688,48674783,Brandy,O'Connell,Feb 9th 87,688
689,29590070,Toni,Hills,May 15th 86,689
690,18953615,Amber,Moen,Apr 5th 88,690
691,47766611,Kristina,Olson,Mar 9th 92,691
692,42168372,Gustavo,Schultz,Jan 9th 85,692
693,23590823,Maryann,Dach,Feb 2nd 87,693
694,32075364,Marjorie,Schiller,Jan 15th 95,694
695,5139819,Diane,Blick,Feb 1st 96,695
696,76869525,Bert,Will,Jan 21st 94,696
697,4853981,Pat,Schoen,Jul 2nd 96,697
698,37099437,Erik,Sanford,Mar 14th 01,698
699,43103777,Leah,O'Hara,Oct 3rd 89,699
700,94311048,Billy,Wilkinson,Jan 24th 96,700
701,11264784,Joanna,Hamill,Jan 18th 93,701
702,8758188,Josephine,Batz,Feb 26th 00,702
703,40732404,Nathaniel,Jerde,Aug 31st 87,703
704,50358030,Estelle,Beier,Nov 1st 00,704
705,2685481,Allison,Kirlin,Nov 22nd 89,705
706,85396391,Winston,Nader,May 9th 06,706
707,30369107,Marie,Simonis,Oct 6th 90,707
708,74588428,Kay,Haley,Jul 1st 94,708
709,40772051,Kathleen,Batz,Nov 3rd 01,709
710,99546497,Tamara,Keeling,Aug 2nd 88,710
711,56987254,Lynn,McCullough,Oct 8th 95,711
712,66830633,Judith,Bayer,May 18th 06,712
713,33023935,Latoya,Huel,Apr 26th 06,713
714,80278920,Christie,Terry,Sep 27th 04,714
715,24393908,Kristy,Little,Sep 26th 06,715
716,74003462,Julie,Senger,Jun 25th 01,716
717,82712738,Camille,Hilpert,Apr 6th 87,717
718,48953882,Jeanne,Stracke,Nov 4th 95,718
719,98671887,Victor,Wolff,Jun 14th 01,719
720,13270114,Stacey,Trantow,Aug 12th 02,720
721,96196844,Norma,Hauck,Feb 15th 06,721
722,74991490,Bert,Doyle,Apr 3rd 97,722
723,63042366,Jose,Deckow,May 28th 02,723
724,20698365,Keith,Pfannerstill,Jul 9th 01,724
725,37791731,Pamela,Bahringer,Jan 8th 99,725
726,98400766,Annie,Kessler,Jul 31st 01,726
727,80114391,Velma,Kuhn,Jan 29th 99,727
728,5042828,Roberta,Rempel,May 5th 89,728
729,69922710,Herbert,Collier,Nov 2nd 03,729
730,35691426,Guadalupe,Waters,Mar 7th 96,730
731,30871982,Becky,Senger-Kirlin,Sep 2nd 93,731
732,50253099,Nichole,Jacobi,Mar 13th 99,732
733,53356390,Jeffery,Sauer,Jun 3rd 05,733
734,74073355,Tommy,Lemke,Aug 5th 04,734
735,19536789,Rosemarie,Bosco,Aug 20th 03,735
736,26353487,Tanya,Bashirian,Mar 14th 84,736
737,36688398,Sadie,Sauer,Mar 23rd 93,737
738,50788282,Jennifer,Stiedemann,Apr 30th 06,738
739,8993324,Alton,Nikolaus,Mar 6th 95,739
740,65824802,Florence,Jacobson,Jun 30th 05,740
741,94909930,Bert,Abbott,Feb 3rd 01,741
742,58281364,Sam,Lemke,May 4th 91,742
743,2217629,Sabrina,Effertz,May 10th 00,743
744,16191573,Samuel,Christiansen,Sep 9th 97,744
745,46817394,Lola,Lockman,Jan 23rd 02,745
746,53799810,Carrie,Satterfield,Jul 28th 90,746
747,74106419,Hugo,Gottlieb,Oct 16th 92,747
748,66624664,Janice,Schuppe,Jan 12th 90,748
749,38458992,Kyle,Skiles-Conn,Jul 2nd 97,749
750,94676654,Sharon,Blick,Jul 29th 91,750
751,48739447,Anthony,Breitenberg,Jan 23rd 98,751
752,62267460,Constance,Romaguera,Oct 16th 85,752
753,3546046,Verna,Gutkowski,May 13th 88,753
754,70240143,Kristine,VonRueden,Apr 1st 88,754
755,95757881,Ronnie,Kiehn,Jun 30th 96,755
756,63331800,Lois,Schaefer-O'Keefe,Oct 7th 05,756
757,64967864,Eduardo,Kozey,Jul 13th 92,757
758,99630377,Toby,Tremblay,Oct 22nd 91,758
759,49260378,Gerard,Stanton,Feb 1st 95,759
760,75973838,Melba,Dare,May 22nd 00,760
761,66297512,Kate,Cole,Feb 11th 85,761
762,69503816,Gina,Purdy-Gibson,Jun 27th 86,762
763,10535643,Lyle,Carter,Oct 3rd 87,763
764,61504091,Raquel,Rempel,Jan 18th 97,764
765,26529013,Ron,Spinka,May 2nd 92,765
766,59891712,Lynette,Schmitt,Aug 17th 96,766
767,77750110,Carlton,Brekke,Aug 17th 02,767
768,99772626,Gilberto,Franecki,Mar 6th 91,768
769,6561071,Gabriel,Beatty,May 22nd 05,769
770,68667040,Cecil,Ratke,Jun 5th 85,770
771,24174548,June,Kulas,Apr 17th 04,771
772,65264584,Bertha,Kovacek,Jul 28th 85,772
773,20938028,Eunice,Cormier,Apr 18th 02,773
774,29070605,Sonya,Stanton,Jul 29th 86,774
775,82821404,Mandy,Gerlach,Mar 17th 89,775
776,51805866,Marjorie,Feest,Sep 16th 89,776
777,28963681,Theresa,Brakus,Jan 4th 86,777
778,98196843,Mark,Kemmer,Mar 10th 87,778
779,64149137,Elbert,Barrows,Sep 27th 96,779
780,951549,Rosalie,McLaughlin,Sep 6th 04,780
781,50873954,Philip,Champlin,Apr 7th 86,781
782,11369050,Beatrice,Pagac,Jan 28th 99,782
783,18462066,Frances,Trantow,Feb 27th 85,783
784,22159540,Esther,Fadel,Apr 26th 05,784
785,40701382,Cody,White,Mar 4th 02,785
786,13929867,Derrick,Bartell,Jan 16th 04,786
787,90580787,Camille,Ortiz,Jan 26th 96,787
788,67724422,Rochelle,Boyer,Oct 31st 99,788
789,833921,Eileen,Anderson,Sep 30th 04,789
790,64694049,Ada,Hettinger,Jun 14th 95,790
791,95945625,Darryl,Kshlerin,Apr 28th 03,791
792,82919531,Lynne,Metz,Jul 31st 01,792
793,79308420,Glen,Graham,Aug 18th 87,793
794,34327956,Ramona,Pouros,Jan 20th 02,794
795,25862189,Nancy,Mitchell,Aug 28th 91,795
796,49019505,Robyn,Dibbert,Jul 3rd 89,796
797,6068333,Eunice,Bashirian,Jun 12th 01,797
798,31725784,Jimmy,Ankunding,Mar 26th 00,798
799,49372925,Rudy,Kris,Aug 2nd 88,799
800,37451221,Brooke,Blanda,Jun 19th 89,800
801,76589133,Cornelius,Wuckert,Jun 10th 86,801
802,60156508,Ann,Zieme,Mar 2nd 94,802
803,73403626,Ellis,Roberts,Feb 19th 86,803
804,67906381,Noah,Hayes,Jul 29th 87,804
805,49115619,Allan,Runte,Oct 18th 96,805
806,49399470,Marion,Lubowitz,May 29th 95,806
807,56364193,Homer,Huel,Sep 20th 89,807
808,50368411,Sheila,Bosco-Schowalter,Feb 25th 98,808
809,8305130,Taylor,Hand,Aug 14th 85,809
810,39203438,Josephine,Bode,Oct 13th 89,810
811,35636593,Mona,Harber,Feb 27th 98,811
812,50407678,Sidney,Dickinson,Apr 12th 01,812
813,36383948,Luis,Towne,Jan 2nd 84,813
814,32659430,Alfred,Collins,Mar 7th 04,814
815,58626435,Corey,Marvin,Jan 6th 95,815
816,7511145,Alberto,Kub,Oct 15th 05,816
817,31684222,Lawrence,Kiehn,Dec 2nd 02,817
818,80670942,Alice,Shanahan,Oct 24th 99,818
819,1987957,Winston,Ferry,Dec 28th 88,819
820,59680083,Orville,Mann,Jul 13th 89,820
821,43131508,Josh,Boyer,May 9th 94,821
822,49275975,Benjamin,Hayes,May 26th 99,822
823,53424348,Johnnie,Lebsack,Oct 7th 05,823
824,21370325,Melvin,Bednar,May 12th 96,824
825,23922070,Adrian,Berge,Sep 5th 93,825
826,63152543,Dan,Nitzsche,Aug 18th 85,826
827,60134340,Rafael,Bayer,Feb 14th 96,827
828,4152062,Don,Hamill,Sep 8th 86,828
829,68083978,Alyssa,Dicki,Apr 20th 95,829
830,32142725,Roosevelt,Schiller,Sep 10th 96,830
831,21600632,Craig,Koepp-Schulist,Mar 14th 91,831
832,24855901,Patti,Emard,Aug 16th 98,832
833,83459821,Horace,Schmeler,Apr 23rd 98,833
834,89666376,Archie,Carroll,Jul 16th 94,834
835,20640666,Lila,Kilback,Sep 16th 86,835
836,25285807,Corey,Prosacco,Jul 19th 88,836
837,36492174,Jason,Paucek,Feb 26th 88,837
838,23620937,Sophia,Okuneva,Oct 20th 99,838
839,27658870,Misty,Leffler,Aug 7th 04,839
840,12974737,Darrell,Douglas,Jun 2nd 89,840
841,3955725,Ruby,DuBuque,Jun 3rd 02,841
842,3455052,Julio,Renner,Nov 20th 98,842
843,85962356,Donna,Schuster,Oct 10th 05,843
844,87417942,Kristen,Stamm,Jan 13th 06,844
845,37662946,Shelia,White,Sep 3rd 86,845
846,29065760,Pamela,Hettinger,May 15th 96,846
847,87335736,Donna,Reynolds,Nov 1st 00,847
848,66956999,Meredith,Lakin,Oct 13th 00,848
849,55518324,Ruben,Corwin,Jan 25th 97,849
850,32255421,Orlando,Dicki,Jul 4th 90,850
851,11353015,Marilyn,Auer,Jun 29th 06,851
852,2180252,Margie,Lindgren,Jan 26th 84,852
853,28208267,Eddie,Heathcote,Mar 16th 89,853
854,14504848,Omar,Kiehn,Jul 8th 88,854
855,96929067,Emanuel,Collier,Jul 1st 94,855
856,21029782,Byron,Padberg,Dec 9th 95,856
857,50664990,Clara,Farrell,Dec 14th 04,857
858,22067036,Percy,Bartell,Oct 30th 04,858
859,2128541,Neil,West,Apr 13th 00,859
860,74405813,Micheal,Moore,Jun 20th 93,860
861,510630,Calvin,Predovic,Aug 28th 84,861
862,98849089,Bryant,Hintz,Jul 7th 04,862
863,6369848,Cary,Nader,Nov 9th 85,863
864,92307481,Christy,Stehr-Swift,Sep 9th 93,864
865,57941837,Winifred,Emmerich,May 16th 92,865
866,51971824,Renee,Torphy,Aug 28th 98,866
867,39056392,Rex,Lowe,Sep 24th 98,867
868,38499464,Devin,Harber,Aug 25th 00,868
869,36649246,Sharon,Goyette,Dec 30th 03,869
870,49231011,Lindsay,Reichert,Feb 3rd 91,870
871,57531179,Ellis,Cremin,Jan 4th 94,871
872,21522801,Rick,Jacobson,Jun 12th 92,872
873,93236785,Kristine,Schultz,Apr 14th 98,873
874,18309717,Edmond,Gottlieb,Jan 26th 90,874
875,40631312,Regina,Muller,May 20th 03,875
876,56464319,Hope,Parker,Jun 4th 99,876
877,32043743,Jim,Huel,Nov 13th 84,877
878,48025156,Carmen,Mayer,Dec 13th 00,878
879,29355666,Emma,Abshire,Oct 28th 85,879
880,65740097,Leslie,Beatty,Aug 6th 96,880
881,54591126,Georgia,Schulist,Mar 11th 87,881
882,66591313,Leslie,Romaguera,Apr 27th 05,882
883,87846250,Annie,Schulist,Apr 23rd 04,883
884,38472352,Mercedes,Cormier,Jan 28th 90,884
885,74107208,Homer,Shields,Nov 6th 97,885
886,1581138,Lonnie,Jaskolski,Jan 27th 03,886
887,69174804,Felipe,Toy,Apr 27th 96,887
888,63347917,Gail,Trantow,May 17th 98,888
889,40436714,Fred,Runolfsson,Oct 16th 98,889
890,65281233,Bennie,Schinner,Jul 16th 00,890
891,61991063,Janet,Wilderman,Nov 14th 90,891
892,77227936,June,Graham,Apr 30th 88,892
893,16463127,Ruth,Williamson,Dec 18th 00,893
894,58541116,Lynne,Green,Sep 23rd 96,894
895,9999712,Melba,Rutherford,Dec 6th 98,895
896,46266447,Inez,Marquardt,Dec 3rd 97,896
897,98821285,Pearl,Leffler,Nov 13th 94,897
898,76736054,Connie,Leannon,Apr 16th 93,898
899,99813804,Doyle,Herman,Mar 17th 02,899
900,84339565,Peter,Senger,Feb 1st 94,900
901,36963852,Myrtle,Moore,Jul 19th 87,901
902,5430445,Myra,Beier,Jun 26th 89,902
903,2147717,Steven,Marks-Oberbrunner,May 11th 00,903
904,55853165,Katie,Heller,Jan 17th 97,904
905,45965752,Victoria,Adams,Apr 20th 97,905
906,10496322,Troy,Gutmann,Oct 31st 06,906
907,1987203,June,Brakus,Dec 16th 05,907
908,63114778,Rosemarie,Kunde,Jan 22nd 96,908
909,18668847,Rhonda,Daniel,Nov 11th 98,909
910,92996037,Ellis,Hoeger,May 9th 86,910
911,53705290,Derek,Yundt,Jun 26th 95,911
912,34504587,Linda,Sanford,Aug 24th 05,912
913,57425814,Rodney,Pollich,Aug 11th 96,913
914,49849257,Hector,Grant-McClure,Jan 21st 05,914
915,8470616,Jerald,Kshlerin,Feb 11th 91,915
916,65766705,Leon,Beer,May 4th 89,916
917,6026736,Darrel,Gutmann,Jan 1st 05,917
918,4467016,Marta,Leffler,Mar 7th 06,918
919,74358657,Jimmie,Mante,Jan 8th 97,919
920,8062372,Roderick,Weissnat,Nov 6th 86,920
921,9119773,Marion,Dicki,Apr 17th 00,921
922,96366149,Dan,Doyle,Dec 11th 92,922
923,59727105,Suzanne,Dare,Apr 8th 05,923
924,63065354,Jorge,Grimes,May 18th 98,924
925,29127161,Shelly,Dickens,Jan 10th 00,925
926,90310663,Jeremiah,Lind,Feb 24th 02,926
927,90600312,John,Marvin,Jun 10th 87,927
928,8884158,Mack,Spencer,Jan 9th 94,928
929,52660616,Wilma,Reichert,Aug 28th 02,929
930,48078041,Carolyn,Hayes,Aug 27th 01,930
931,1960551,Ricky,Schuppe-Schmeler,Sep 16th 88,931
932,809497,Molly,Wehner,Mar 4th 84,932
933,78300017,Percy,D'Amore,Mar 19th 91,933
934,58175598,Delores,Cremin,Feb 14th 91,934
935,78938294,Myrtle,Medhurst-Hessel,May 15th 84,935
936,84454872,Gina,Bauch,Feb 20th 92,936
937,20261864,Delores,Lubowitz,Feb 21st 06,937
938,41562119,Kate,Dach,Jan 12th 01,938
939,99474295,Jeanette,Kohler,Jan 7th 88,939
940,88357762,Charles,Bergnaum,Jun 10th 97,940
941,89109278,Dawn,Hane,Jan 31st 97,941
942,36022705,Lynda,Harber,Oct 6th 98,942
943,75949698,Mona,Roberts,Jun 30th 84,943
944,67046976,Carmen,Trantow,Mar 13th 03,944
945,88107046,Loretta,Hand,Mar 11th 06,945
946,84782272,Herman,Schumm,Nov 23rd 92,946
947,82511664,Travis,Hirthe,Jan 21st 04,947
948,19470360,Terri,Bayer,Nov 19th 94,948
949,26059795,Mildred,Nikolaus,Apr 14th 98,949
950,17716941,Dewey,Breitenberg,Apr 19th 90,950
951,9795793,Bennie,Hudson,May 22nd 99,951
952,56753046,Leo,Champlin,Aug 11th 89,952
953,49990763,Jackie,Streich,Jul 2nd 05,953
954,76345585,Gayle,Langworth,Jul 21st 93,954
955,62220852,Gerard,Koepp,Jun 1st 01,955
956,55269294,Susie,Hilll,Jun 8th 84,956
957,61501389,Brendan,Wyman-Koch,Nov 8th 05,957
958,41390985,Francis,Effertz,Oct 21st 92,958
959,84308492,Doyle,Mitchell,Mar 5th 87,959
960,2831856,Alberto,Cormier,Dec 1st 86,960
961,70145251,Ella,Zulauf,May 28th 84,961
962,95096324,Jessie,Hickle,Feb 24th 06,962
963,80815579,Tasha,Howe,Mar 11th 01,963
964,54145003,Alexis,Wunsch,Jan 11th 95,964
965,23146482,Shannon,Goyette,Mar 25th 96,965
966,27873180,Alfredo,Pouros,Mar 25th 00,966
967,50947677,Jean,Schowalter,Aug 30th 04,967
968,89568569,Rudy,Keeling,Feb 13th 91,968
969,4555855,Kate,Ankunding,Feb 9th 99,969
970,57245703,Dora,Kuhn,Jan 4th 03,970
971,88363102,Julio,Hintz,Apr 21st 03,971
972,66481235,Carlos,Sanford,Dec 23rd 01,972
973,67269402,Francis,Herzog,Nov 13th 88,973
974,98248593,Micheal,Blick,Feb 18th 99,974
975,72543038,Nancy,Olson,Mar 26th 87,975
976,16659157,Winifred,Towne,Oct 8th 96,976
977,12507601,Matt,Gusikowski,Jan 29th 84,977
978,61729227,Wilson,Gerlach,Mar 9th 06,978
979,60936611,Ada,Koelpin,May 3rd 95,979
980,29512382,Janet,Donnelly,Sep 13th 06,980
981,77284995,Megan,Ernser,Dec 2nd 04,981
982,35588126,Ruben,Simonis,Feb 8th 96,982
983,48344497,Levi,Brekke,Jun 21st 98,983
984,47456898,Tabitha,Stehr,Nov 30th 87,984
985,89156220,Ida,Durgan,Feb 18th 97,985
986,52731200,Emmett,Stiedemann-McGlynn,Nov 11th 88,986
987,69091577,Christine,Durgan,Nov 2nd 90,987
988,60473351,Leon,Abernathy,Apr 20th 85,988
989,81001978,Karl,Runolfsson,Nov 12th 86,989
990,85156943,Martha,Miller,Apr 21st 98,990
991,16281500,Jermaine,Murazik,May 31st 88,991
992,61776640,Tami,Lesch,Feb 21st 01,992
993,97412277,Marta,Ryan,Jul 20th 91,993
994,55991325,Maggie,Borer,Jun 12th 90,994
995,87950364,Olivia,Corkery,Sep 19th 98,995
996,70985129,Lonnie,Rowe,Aug 29th 01,996
997,59224016,Omar,Zemlak,Jan 17th 90,997
998,98718173,Willis,Torp,Oct 26th 03,998
999,15527889,Armando,Steuber,Sep 5th 98,999
1000,68991207,Ronald,Spinka,May 13th 84,1000
1001,30146942,Roderick,Schuppe,Oct 26th 97,1001
1002,23136720,Erma,Kshlerin,May 31st 00,1002
1003,96753601,Kenneth,Fritsch,Dec 24th 02,1003
1004,45239597,Floyd,Graham,Mar 18th 85,1004
1005,44794249,Lynn,Feil,Sep 29th 87,1005
1006,45638477,Randall,Mills,Oct 30th 04,1006
1007,93601319,Wilma,Robel,Apr 27th 02,1007
1008,51090101,Lula,Swaniawski,Dec 29th 93,1008
1009,75051278,Ethel,Lebsack,May 16th 90,1009
1010,78332006,Regina,Leuschke,Jun 17th 97,1010
1011,71920720,Rochelle,Jacobson-Kohler,Jan 30th 06,1011
1012,14347820,Kristie,Lebsack,Apr 30th 85,1012
1013,83969937,Cecelia,Barrows,Dec 21st 94,1013
1014,18841403,Percy,Veum,Jan 8th 00,1014
1015,33963442,Chester,Von,Aug 14th 95,1015
1016,21802320,Gerald,Crooks,Sep 1st 06,1016
1017,74577818,Melanie,Bogisich,Apr 10th 95,1017
1018,79550473,Brett,Durgan,Apr 13th 87,1018
1019,19880192,Delia,West-Wuckert,Jun 27th 02,1019
1020,87915263,Willis,O'Conner,Jan 29th 90,1020
1021,45202439,Van,Lockman,Apr 1st 86,1021
1022,59202269,Bruce,Considine,Feb 14th 99,1022
1023,68866723,Leslie,Cremin,Jun 15th 90,1023
1024,20531794,Jean,Toy,Feb 14th 89,1024
1025,45957436,Robin,Larkin,Apr 12th 97,1025
1026,63216177,Blanche,Schamberger,Aug 22nd 88,1026
1027,1914237,Leticia,Tillman,May 29th 91,1027
1028,82921574,Claire,Lemke,Apr 27th 97,1028
1029,44326727,Owen,DuBuque,Dec 8th 94,1029
1030,84876181,Marco,Mraz,Sep 27th 97,1030
1031,18702965,Sean,Becker,Jan 13th 98,1031
1032,47130594,Phil,Rutherford,Sep 21st 03,1032
